Customer_ID,Customer_Name,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
JW-15220,Jane Waco,13,34,23103.7263,4,5,5,14,Champions
JL-15835,John Lee,22,30,22594.043,4,5,5,14,Champions
VG-21805,Vivek Grady,3,23,22573.37116,5,4,5,14,Champions
BS-11365,Bill Shonely,1,26,22551.02596,5,4,5,14,Champions
BF-11170,Ben Ferrer,17,31,22314.84044,4,5,5,14,Champions
Dp-13240,Dean percer,19,28,22225.61032,4,5,5,14,Champions
DP-13165,David Philippe,8,25,22211.28212,5,4,5,14,Champions
DJ-13420,Denny Joy,23,28,22142.43114,4,5,5,14,Champions
MP-18175,Mike Pelletier,17,36,22045.252800000002,4,5,5,14,Champions
EM-14140,Eugene Moren,25,30,21507.29126,4,5,5,14,Champions
AS-10225,Alan Schoenberger,13,28,21366.8987,4,5,5,14,Champions
HG-14845,Harry Greene,13,30,21228.55452,4,5,5,14,Champions
MW-18220,Mitch Webber,18,28,20592.081299999998,4,5,5,14,Champions
TS-21610,Troy Staebel,21,30,20565.95,4,5,5,14,Champions
EB-13840,Ellis Ballard,3,25,20188.15894,5,4,5,14,Champions
SS-20140,Saphhira Shifley,16,32,20138.603039999998,4,5,5,14,Champions
CS-12460,Chuck Sachs,7,23,20084.21728,5,4,5,14,Champions
GH-14425,Gary Hwang,19,31,20039.763,4,5,5,14,Champions
AB-10015,Aaron Bergman,17,32,20037.4975,4,5,5,14,Champions
YC-21895,Yoseph Carroll,5,27,19998.0786,5,4,5,14,Champions
JW-16075,Julia West,2,25,19852.773,5,4,5,14,Champions
KN-16390,Katherine Nockton,20,29,19350.14634,4,5,5,14,Champions
JS-16030,Joy Smith,22,32,19218.81298,4,5,5,14,Champions
PB-19210,Phillip Breyer,9,27,18967.662,5,4,5,14,Champions
DP-13105,Dave Poirier,7,25,18930.032199999998,5,4,5,14,Champions
JH-15985,Joseph Holt,12,38,18863.4044,4,5,5,14,Champions
YS-21880,Yana Sorensen,10,26,18703.606,5,4,5,14,Champions
TT-21460,Tonja Turnell,13,32,18432.013460000002,4,5,5,14,Champions
RB-19330,Randy Bradley,16,32,18359.76862,4,5,5,14,Champions
CD-11920,Carlos Daly,3,27,18296.7474,5,4,5,14,Champions
MG-18145,Mike Gockenbach,3,24,18147.9582,5,4,5,14,Champions
VT-21700,Valerie Takahito,8,25,18099.3061,5,4,5,14,Champions
ED-13885,Emily Ducich,16,31,18018.879,4,5,5,14,Champions
BE-11455,Brad Eason,4,27,17643.5253,5,4,5,14,Champions
CL-11890,Carl Ludwig,14,31,17622.41136,4,5,5,14,Champions
DK-12835,Damala Kotsonis,22,32,17590.5547,4,5,5,14,Champions
KA-16525,Kelly Andreada,17,35,17449.90012,4,5,5,14,Champions
SR-20740,Steven Roelle,24,33,17220.18,4,5,5,14,Champions
CC-12475,Cindy Chapman,17,30,17159.80046,4,5,5,14,Champions
JA-15970,Joseph Airdo,1,25,17105.4707,5,4,5,14,Champions
LC-16885,Lena Creighton,17,29,17058.8144,4,5,5,14,Champions
DM-13345,Denise Monton,3,27,17054.8905,5,4,5,14,Champions
NC-18625,Noah Childs,21,29,16901.51758,4,5,5,14,Champions
CM-11830,Cari MacIntyre,7,24,16828.819,5,4,5,14,Champions
CC-12610,Corey Catlett,17,29,16822.64,4,5,5,14,Champions
RA-19285,Ralph Arnett,6,24,16816.427,5,4,5,14,Champions
HG-14965,Henry Goldwyn,24,34,16810.6866,4,5,5,14,Champions
SD-20485,Shirley Daniels,16,32,16802.0649,4,5,5,14,Champions
DL-13330,Denise Leinenbach,13,34,16781.631,4,5,5,14,Champions
AM-10360,Alice McCarthy,16,33,16730.3296,4,5,5,14,Champions
MB-17305,Maria Bertelson,2,27,16729.34532,5,4,5,14,Champions
WB-21850,William Brown,21,38,16704.6612,4,5,5,14,Champions
RD-19480,Rick Duston,1,27,16487.1909,5,4,5,14,Champions
MD-17350,Maribeth Dona,27,30,16455.32732,4,5,5,14,Champions
JP-15520,Jeremy Pistek,9,26,16429.04996,5,4,5,14,Champions
RD-19585,Rob Dowd,26,31,16315.107899999999,4,5,5,14,Champions
EP-13915,Emily Phan,13,33,16283.35774,4,5,5,14,Champions
DK-13375,Dennis Kane,5,26,16258.534,5,4,5,14,Champions
MG-17695,Maureen Gnade,1,25,16221.6268,5,4,5,14,Champions
AS-10285,Alejandro Savely,19,30,16179.86246,4,5,5,14,Champions
RP-19390,Resi Pölking,16,34,16114.907500000001,4,5,5,14,Champions
DK-13150,David Kendrick,11,22,15983.711,5,4,5,14,Champions
MM-17260,Magdelene Morse,5,26,15713.71812,5,4,5,14,Champions
TT-21070,Ted Trevino,15,31,15673.063900000001,4,5,5,14,Champions
FO-14305,Frank Olsen,23,37,15614.2155,4,5,5,14,Champions
LP-17095,Liz Preis,10,26,15598.1516,5,4,5,14,Champions
MV-18190,Mike Vittorini,20,30,15577.035600000001,4,5,5,14,Champions
SW-20275,Scott Williamson,22,33,15564.966699999999,4,5,5,14,Champions
AR-10825,Anthony Rawles,23,38,15311.035600000001,4,5,5,14,Champions
SZ-20035,Sam Zeldin,14,37,15192.376,4,5,5,14,Champions
MC-17425,Mark Cousins,24,30,15055.40518,4,5,5,14,Champions
AS-10090,Adam Shillingsburg,16,32,15009.47272,4,5,5,14,Champions
RR-19525,Rick Reed,1,27,15009.2866,5,4,5,14,Champions
NS-18505,Neola Schneider,7,25,14834.28974,5,4,5,14,Champions
JF-15415,Jennifer Ferguson,3,23,14717.46588,5,4,5,14,Champions
BG-11740,Bruce Geld,7,24,14689.342499999999,5,4,5,14,Champions
PG-18820,Patrick Gardner,21,35,14635.9446,4,5,5,14,Champions
ML-17395,Marina Lichtenstein,1,25,14507.07948,5,4,5,14,Champions
AR-10510,Andrew Roberts,15,29,14277.88536,4,5,5,14,Champions
CS-11950,Carlos Soltero,26,31,14222.97134,4,5,5,14,Champions
ST-20530,Shui Tom,7,32,14064.01106,5,5,4,14,Champions
CC-12430,Chuck Clark,1,29,13997.592560000001,5,5,4,14,Champions
SC-20725,Steven Cartwright,8,30,13975.42408,5,5,4,14,Champions
TG-21640,Trudy Glocke,6,33,13973.7773,5,5,4,14,Champions
PG-18895,Paul Gonzalez,3,28,13941.6862,5,5,4,14,Champions
CK-12205,Chloris Kastensmidt,5,38,13625.20784,5,5,4,14,Champions
EB-13975,Erica Bern,1,32,13405.6013,5,5,4,14,Champions
BD-11320,Bill Donatelli,6,32,13390.267,5,5,4,14,Champions
MG-17890,Michael Granlund,6,29,13162.2489,5,5,4,14,Champions
JB-15400,Jennifer Braxton,8,34,13085.5039,5,5,4,14,Champions
SF-20200,Sarah Foster,6,28,13019.6294,5,5,4,14,Champions
AT-10735,Annie Thurman,3,29,12984.1049,5,5,4,14,Champions
MP-17470,Mark Packer,6,28,12928.8028,5,5,4,14,Champions
GH-14665,Greg Hansen,3,29,12921.45162,5,5,4,14,Champions
JL-15130,Jack Lebron,9,28,12908.49914,5,5,4,14,Champions
ES-14020,Erica Smith,1,32,12827.272939999999,5,5,4,14,Champions
PW-19030,Pauline Webber,8,31,12810.05846,5,5,4,14,Champions
AC-10615,Ann Chong,7,29,12729.72448,5,5,4,14,Champions
LB-16735,Larry Blacks,10,29,12686.03922,5,5,4,14,Champions
PV-18985,Paul Van Hugh,9,28,12540.661,5,5,4,14,Champions
DW-13585,Dorothy Wardle,6,37,12143.0436,5,5,4,14,Champions
GM-14680,Greg Matthias,2,31,12010.60944,5,5,4,14,Champions
PF-19225,Phillip Flathmann,3,30,11915.1997,5,5,4,14,Champions
TB-21250,Tim Brockman,3,28,11830.0907,5,5,4,14,Champions
JH-15430,Jennifer Halladay,6,31,11806.1963,5,5,4,14,Champions
LO-17170,Lori Olson,3,28,11256.3236,5,5,4,14,Champions
CS-12490,Cindy Schnelling,3,30,11110.4965,5,5,4,14,Champions
BD-11725,Bruce Degenhardt,5,30,10877.827,5,5,4,14,Champions
AB-10255,Alejandro Ballentine,6,31,10786.7164,5,5,4,14,Champions
TC-21475,Tony Chapman,2,29,10722.52656,5,5,4,14,Champions
JW-15955,Joni Wasserman,6,30,10640.8287,5,5,4,14,Champions
SC-20020,Sam Craven,9,34,10579.47,5,5,4,14,Champions
EH-14005,Erica Hernandez,3,28,10374.9381,5,5,4,14,Champions
KH-16360,Katherine Hughes,2,28,9983.5094,5,5,4,14,Champions
TA-21385,Tom Ashbrook,19,25,35668.120800000004,4,4,5,13,Champions
TC-20980,Tamara Chand,28,28,34218.269,3,5,5,13,Champions
PS-19045,Penelope Sewall,21,26,29252.3194,4,4,5,13,Champions
RB-19360,Raymond Buch,21,25,29197.634599999998,4,4,5,13,Champions
CC-12370,Christopher Conant,44,30,28229.8514,3,5,5,13,Champions
BE-11335,Bill Eplett,36,37,27158.0184,3,5,5,13,Champions
DR-12940,Daniel Raglin,28,33,25641.46492,3,5,5,13,Champions
KD-16495,Keith Dawkins,47,36,24996.5031,3,5,5,13,Champions
LB-16795,Laurel Beltran,40,31,24589.87022,3,5,5,13,Champions
DB-13060,Dave Brooks,17,26,23476.91166,4,4,5,13,Champions
KD-16270,Karen Daniels,37,29,23204.2675,3,5,5,13,Champions
AB-10105,Adrian Barton,28,33,22966.78,3,5,5,13,Champions
KL-16645,Ken Lonsdale,48,28,22553.1085,3,5,5,13,Champions
LR-16915,Lena Radford,27,26,22434.08756,4,4,5,13,Champions
TB-21400,Tom Boeckenhauer,26,26,21375.988,4,4,5,13,Champions
CA-11965,Carol Adams,19,26,21110.5214,4,4,5,13,Champions
RA-19915,Russell Applegate,13,27,20975.19342,4,4,5,13,Champions
JK-15730,Joe Kamberova,49,34,20825.892,3,5,5,13,Champions
CS-11845,Cari Sayre,16,26,20471.0526,4,4,5,13,Champions
SC-20230,Scot Coram,17,25,20333.868,4,4,5,13,Champions
NM-18445,Nathan Mautz,31,32,20223.2359,3,5,5,13,Champions
BG-11035,Barry Gonzalez,29,33,19899.1474,3,5,5,13,Champions
DM-12955,Dario Medina,41,32,19862.57592,3,5,5,13,Champions
JE-15745,Joel Eaton,33,35,19629.12896,3,5,5,13,Champions
OT-18730,Olvera Toch,34,32,19493.76566,3,5,5,13,Champions
CR-12730,Craig Reiter,23,24,19487.963760000002,4,4,5,13,Champions
TC-21295,Toby Carlisle,28,29,19391.8981,3,5,5,13,Champions
GK-14620,Grace Kelly,13,24,19215.7699,4,4,5,13,Champions
NH-18610,Nicole Hansen,21,22,19181.9263,4,4,5,13,Champions
RB-19795,Ross Baird,33,35,19056.88134,3,5,5,13,Champions
NG-18430,Nathan Gelder,28,28,18970.41454,3,5,5,13,Champions
RO-19780,Rose O'Brian,36,29,18833.4355,3,5,5,13,Champions
JL-15235,Janet Lee,14,24,18725.38964,4,4,5,13,Champions
DL-13315,Delfina Latchford,19,27,18505.6005,4,4,5,13,Champions
CA-12265,Christina Anderson,35,31,18472.6689,3,5,5,13,Champions
TC-21145,Theresa Coyne,12,25,18419.94306,4,4,5,13,Champions
AB-10060,Adam Bellavance,43,32,18416.5504,3,5,5,13,Champions
PS-18970,Paul Stevenson,28,33,18222.40482,3,5,5,13,Champions
QJ-19255,Quincy Jones,26,23,18192.9231,4,4,5,13,Champions
DV-13045,Darrin Van Huff,20,24,18106.01292,4,4,5,13,Champions
MW-18235,Mitch Willingham,17,24,17933.0609,4,4,5,13,Champions
CM-12160,Charles McCrossin,27,26,17910.03942,4,4,5,13,Champions
JC-15340,Jasper Cacioppo,35,29,17836.2846,3,5,5,13,Champions
ON-18715,Odella Nelson,48,33,17763.94824,3,5,5,13,Champions
TS-21505,Tony Sayre,12,27,17613.4163,4,4,5,13,Champions
MS-17770,Maxwell Schwartz,35,36,17382.93504,3,5,5,13,Champions
CR-12625,Corey Roper,44,28,17271.20568,3,5,5,13,Champions
MP-17965,Michael Paige,28,39,17228.4977,3,5,5,13,Champions
HW-14935,Helen Wasserman,35,28,17199.202,3,5,5,13,Champions
SC-20050,Sample Company A,41,30,16813.21902,3,5,5,13,Champions
HD-14785,Harold Dahlen,43,29,16749.140199999998,3,5,5,13,Champions
TB-21520,Tracy Blumstein,31,34,16716.76172,3,5,5,13,Champions
CK-12595,Clytie Kelty,44,33,16480.86618,3,5,5,13,Champions
AH-10690,Anna Häberlin,31,31,16276.16112,3,5,5,13,Champions
GW-14605,Giulietta Weimer,19,25,16239.4915,4,4,5,13,Champions
MS-17980,Michael Stewart,27,27,16210.5722,4,4,5,13,Champions
DC-13285,Debra Catini,19,23,16164.6499,4,4,5,13,Champions
AC-10450,Amy Cox,6,19,16126.3904,5,3,5,13,Champions
SC-20380,Shahid Collister,31,37,16122.72424,3,5,5,13,Champions
RM-19375,Raymond Messe,19,25,16077.68112,4,4,5,13,Champions
MG-17680,Maureen Gastineau,37,28,16061.6441,3,5,5,13,Champions
PS-18760,Pamela Stobb,30,28,15926.5494,3,5,5,13,Champions
DL-13495,Dionis Lloyd,23,27,15872.184000000001,4,4,5,13,Champions
GM-14440,Gary McGarr,20,26,15782.46188,4,4,5,13,Champions
KT-16465,Kean Takahito,44,32,15725.0362,3,5,5,13,Champions
MD-17860,Michael Dominguez,37,28,15575.64874,3,5,5,13,Champions
MJ-17740,Max Jones,22,26,15347.655,4,4,5,13,Champions
AA-10645,Anna Andreadi,29,36,15343.8907,3,5,5,13,Champions
KH-16510,Keith Herrera,23,26,15340.396,4,4,5,13,Champions
KW-16435,Katrina Willman,27,23,15319.9656,4,4,5,13,Champions
LS-17200,Luke Schmidt,16,24,15258.74122,4,4,5,13,Champions
KH-16330,Katharine Harms,17,26,15045.6445,4,4,5,13,Champions
JM-15265,Janet Molinari,38,29,15036.5537,3,5,5,13,Champions
ML-17410,Maris LaWare,34,30,14981.7043,3,5,5,13,Champions
NS-18640,Noel Staavos,37,37,14866.087,3,5,5,13,Champions
BC-11125,Becky Castell,34,28,14789.447,3,5,5,13,Champions
MB-18085,Mick Brown,45,30,14744.230880000001,3,5,5,13,Champions
MY-17380,Maribeth Yedwab,30,28,14724.1472,3,5,5,13,Champions
SJ-20215,Sarah Jordon,29,32,14709.69868,3,5,5,13,Champions
CM-12115,Chad McGuire,9,20,14657.9493,5,3,5,13,Champions
SC-20770,Stewart Carmichael,41,32,14495.11408,3,5,5,13,Champions
MZ-17335,Maria Zettner,22,26,14463.9343,4,4,5,13,Champions
AH-10030,Aaron Hawkins,13,27,14439.49784,4,4,5,13,Champions
FM-14290,Frank Merwin,37,30,14382.319220000001,3,5,5,13,Champions
SL-20155,Sara Luxemburg,30,32,14380.691,3,5,5,13,Champions
MC-17575,Matt Collins,28,33,14281.65306,3,5,5,13,Champions
SV-20785,Stewart Visinsky,23,27,14262.9351,4,4,5,13,Champions
NC-18340,Nat Carroll,6,22,13905.34712,5,4,4,13,Champions
TS-21205,Thomas Seio,27,32,13888.62492,4,5,4,13,Champions
JB-16045,Julia Barnett,1,24,13851.27568,5,4,4,13,Champions
KB-16405,Katrina Bavinger,20,28,13786.0925,4,5,4,13,Champions
DB-13210,Dean Braden,8,27,13743.5959,5,4,4,13,Champions
RP-19270,Rachel Payne,8,26,13725.5769,5,4,4,13,Champions
MO-17800,Meg O'Connel,7,25,13709.1228,5,4,4,13,Champions
TH-21100,Thea Hendricks,7,27,13684.8726,5,4,4,13,Champions
GH-14410,Gary Hansen,21,36,13659.59598,4,5,4,13,Champions
FH-14275,Frank Hawley,5,23,13569.566,5,4,4,13,Champions
FA-14230,Frank Atkinson,23,29,13535.0628,4,5,4,13,Champions
KC-16675,Kimberly Carter,3,23,13531.28104,5,4,4,13,Champions
JL-15175,James Lanier,7,27,13499.87246,5,4,4,13,Champions
SC-20680,Steve Carroll,22,31,13477.05528,4,5,4,13,Champions
DS-13180,David Smith,15,31,13447.412,4,5,4,13,Champions
JM-15580,Jill Matthias,1,24,13295.857,5,4,4,13,Champions
RH-19495,Rick Hansen,25,28,13295.7486,4,5,4,13,Champions
PR-18880,Patrick Ryan,26,29,13243.62082,4,5,4,13,Champions
MK-17905,Michael Kennedy,22,31,13202.4489,4,5,4,13,Champions
LC-17140,Logan Currie,14,30,13128.24376,4,5,4,13,Champions
AG-10300,Aleksandra Gannaway,3,24,13013.8762,5,4,4,13,Champions
JC-15385,Jenna Caffey,9,25,12978.930919999999,5,4,4,13,Champions
LC-17050,Liz Carlisle,5,23,12933.87382,5,4,4,13,Champions
KE-16420,Katrina Edelman,27,31,12928.68672,4,5,4,13,Champions
CW-11905,Carl Weiss,9,25,12917.6316,5,4,4,13,Champions
TH-21235,Tiffany House,9,26,12896.252,5,4,4,13,Champions
SH-20395,Shahid Hopkins,24,33,12849.17384,4,5,4,13,Champions
TH-21550,Tracy Hopkins,6,26,12808.9063,5,4,4,13,Champions
JK-15625,Jim Karlsson,2,27,12754.4081,5,4,4,13,Champions
JG-15310,Jason Gross,3,24,12733.7039,5,4,4,13,Champions
HM-14980,Henry MacAllister,26,29,12718.7916,4,5,4,13,Champions
JK-15640,Jim Kriz,1,26,12637.4495,5,4,4,13,Champions
AS-10045,Aaron Smayling,24,28,12596.2944,4,5,4,13,Champions
CS-12250,Chris Selesnick,27,30,12496.1053,4,5,4,13,Champions
BP-11290,Beth Paige,13,29,12448.89978,4,5,4,13,Champions
TP-21565,Tracy Poddar,15,30,12429.8013,4,5,4,13,Champions
DB-12910,Daniel Byrd,3,27,12338.2837,5,4,4,13,Champions
TG-21310,Toby Gnade,15,32,12305.231600000001,4,5,4,13,Champions
Co-12640,Corey-Lock,5,25,12279.23076,5,4,4,13,Champions
SS-20590,Sonia Sunley,6,26,12181.4264,5,4,4,13,Champions
RF-19735,Roland Fjeld,2,23,12139.0877,5,4,4,13,Champions
LH-16900,Lena Hernandez,22,29,12098.37728,4,5,4,13,Champions
ND-18460,Neil Ducich,6,22,12061.44172,5,4,4,13,Champions
MH-18115,Mick Hernandez,6,26,12017.105,5,4,4,13,Champions
CD-11980,Carol Darley,2,23,11848.16246,5,4,4,13,Champions
LC-16960,Lindsay Castell,3,22,11812.0975,5,4,4,13,Champions
NP-18325,Naresj Patel,2,25,11778.491,5,4,4,13,Champions
RA-19945,Ryan Akin,2,23,11696.0283,5,4,4,13,Champions
DB-13270,Deborah Brumfield,10,25,11690.3695,5,4,4,13,Champions
CB-12025,Cassandra Brandow,10,25,11685.3186,5,4,4,13,Champions
MH-17785,Maya Herman,1,26,11676.13204,5,4,4,13,Champions
AB-10165,Alan Barnes,14,29,11649.265,4,5,4,13,Champions
RB-19435,Richard Bierner,20,28,11618.07552,4,5,4,13,Champions
SM-20950,Suzanne McNair,26,29,11552.77814,4,5,4,13,Champions
CM-12190,Charlotte Melton,1,25,11375.05222,5,4,4,13,Champions
PN-18775,Parhena Norris,16,33,11370.46522,4,5,4,13,Champions
NP-18685,Nora Pelletier,15,30,11363.4332,4,5,4,13,Champions
BD-11635,Brian Derr,10,25,11230.6983,5,4,4,13,Champions
NC-18535,Nick Crebassa,7,22,11054.378,5,4,4,13,Champions
NR-18550,Nick Radford,3,26,10993.42058,5,4,4,13,Champions
RD-19720,Roger Demir,22,30,10902.5255,4,5,4,13,Champions
SH-19975,Sally Hughsby,26,29,10893.50994,4,5,4,13,Champions
GP-14740,Guy Phonely,2,25,10793.729,5,4,4,13,Champions
KM-16660,Khloe Miller,16,29,10785.2626,4,5,4,13,Champions
NF-18475,Neil Französisch,7,22,10630.9149,5,4,4,13,Champions
AC-10420,Alyssa Crouse,7,24,10607.6947,5,4,4,13,Champions
JC-15775,John Castell,2,25,10582.78504,5,4,4,13,Champions
LS-17230,Lycoris Saunders,5,24,10577.17148,5,4,4,13,Champions
KB-16600,Ken Brennan,2,25,10295.9567,5,4,4,13,Champions
DP-13390,Dennis Pardue,1,27,10282.7912,5,4,4,13,Champions
BN-11515,Bradley Nguyen,10,23,10272.22552,5,4,4,13,Champions
CS-12400,Christopher Schild,2,23,10221.36436,5,4,4,13,Champions
JK-15370,Jay Kimmel,2,27,10189.51404,5,4,4,13,Champions
TR-21325,Toby Ritter,2,22,10033.18706,5,4,4,13,Champions
CC-12670,Craig Carreira,17,28,9969.0279,4,5,4,13,Champions
FP-14320,Frank Preis,24,29,9939.0502,4,5,4,13,Champions
HE-14800,Harold Engle,7,27,9902.49522,5,4,4,13,Champions
KB-16240,Karen Bern,5,27,9900.698,5,4,4,13,Champions
SC-20845,Sung Chung,9,24,9898.62502,5,4,4,13,Champions
DK-13225,Dean Katz,2,29,9246.4686,5,5,3,13,Champions
CS-12355,Christine Sundaresam,7,31,9240.896999999999,5,5,3,13,Champions
JF-15490,Jeremy Farry,5,30,9234.53286,5,5,3,13,Champions
TC-21535,Tracy Collins,1,30,8888.0601,5,5,3,13,Champions
BP-11095,Bart Pistole,3,32,8327.8696,5,5,3,13,Champions
PB-19150,Philip Brown,6,33,7907.2555600000005,5,5,3,13,Champions
SM-20320,Sean Miller,22,21,31125.29496,4,3,5,12,Champions
BW-11110,Bart Watters,55,35,30613.6165,2,5,5,12,Champions
PF-19120,Peter Fuller,85,28,27993.04966,2,5,5,12,Champions
SC-20095,Sanjit Chand,76,28,25602.61,2,5,5,12,Champions
TS-21370,Todd Sumrall,37,27,23201.678,3,4,5,12,Champions
SV-20365,Seth Vernon,88,31,22376.44748,2,5,5,12,Champions
PP-18955,Paul Prost,55,30,21884.1846,2,5,5,12,Champions
CM-12385,Christopher Martinez,38,25,21882.96992,3,4,5,12,Champions
SB-20185,Sarah Brown,75,31,21034.46172,2,5,5,12,Champions
JM-15865,John Murray,69,29,20841.946500000002,2,5,5,12,Champions
BV-11245,Benjamin Venier,45,22,20681.678,3,4,5,12,Champions
AF-10885,Art Foster,54,35,19711.16728,2,5,5,12,Champions
RW-19540,Rick Wilson,43,25,19423.6885,3,4,5,12,Champions
CJ-12010,Caroline Jumper,34,26,19356.0046,3,4,5,12,Champions
KC-16540,Kelly Collister,42,25,18897.130259999998,3,4,5,12,Champions
SB-20290,Sean Braxton,42,22,18538.5328,3,4,5,12,Champions
DK-12895,Dana Kaydos,46,22,18340.62916,3,4,5,12,Champions
BS-11380,Bill Stewart,29,23,18305.9783,3,4,5,12,Champions
JH-16180,Justin Hirsh,51,31,18267.0064,2,5,5,12,Champions
AG-10900,Arthur Gainer,58,29,18174.17176,2,5,5,12,Champions
