Product_ID,Product_Name,Order_ID,Order_Date,Customer_ID,Customer_Name,Sales,Profit,Quantity,Discount,Product_Cost
OFF-ST-10003020,"Tenex Lockers, Industrial",IN-2011-65159,2011-01-03,LB-16735,Larry Blacks,337.64,-122.8,3,45.0,460.44
OFF-LA-10003396,"Avery Color Coded Labels, Laser Printer Compatible",IN-2011-79397,2011-01-03,KN-16450,Kean Nguyen,35.88,4.74,3,10.0,31.14
OFF-AP-10000304,"Hoover Microwave, White",IN-2011-79397,2011-01-03,KN-16450,Kean Nguyen,276.1,110.41,1,10.0,165.69
OFF-BIC-10000582,"BIC Sketch Pad, Water Color",IR-2011-7690,2011-01-03,NG-8355,Nat Gilpin,51.84,7.77,1,0.0,44.07
OFF-ADV-10000213,"Advantus Rubber Bands, Metal",IR-2011-770,2011-01-03,JO-5280,Jas O'Carroll,16.71,4.17,1,0.0,12.54
OFF-BRE-10003081,"Breville Coffee Grinder, Black",IR-2011-770,2011-01-03,JO-5280,Jas O'Carroll,122.58,42.9,2,0.0,79.68
OFF-ROG-10004393,"Rogers Folders, Industrial",IR-2011-770,2011-01-03,JO-5280,Jas O'Carroll,62.34,8.7,2,0.0,53.64
OFF-CAM-10004338,"Cameo Interoffice Envelope, Set of 50",IZ-2011-4680,2011-01-03,LW-6990,Lindsay Williams,47.43,17.07,1,0.0,30.36
FUR-NOV-10002791,"Novimex Swivel Stool, Set of Two",IZ-2011-4680,2011-01-03,LW-6990,Lindsay Williams,666.84,253.32,4,0.0,413.52
TEC-PH-10002647,"Nokia Headset, VoIP",MX-2011-160234,2011-01-03,SV-20785,Stewart Visinsky,195.2,44.88,4,0.0,150.32
OFF-STI-10000388,"Stiletto Scissors, Serrated",TZ-2011-7370,2011-01-03,JG-5115,Jack Garza,81.24,26.76,4,0.0,54.48
OFF-PA-10000174,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",CA-2011-103800,2011-01-04,DP-13000,Darren Powers,16.45,5.55,2,20.0,10.9
OFF-AR-10001546,"Binney & Smith Sketch Pad, Easy-Erase",ES-2011-4939443,2011-01-04,AP-10915,Arthur Prichep,139.77,20.88,3,0.0,118.89
OFF-LA-10000784,"Harbour Creations File Folder Labels, 5000 Label Set",IN-2011-33036,2011-01-04,BD-11500,Bradley Drucker,27.36,13.68,3,0.0,13.68
OFF-AR-10002485,"Boston Markers, Easy-Erase",IT-2011-2942451,2011-01-04,GT-14635,Grant Thornton,26.64,-21.9,2,50.0,48.54
OFF-ST-10001426,"Eldon Folders, Single Width",IT-2011-2942451,2011-01-04,GT-14635,Grant Thornton,17.01,-1.05,2,50.0,18.06
FUR-BO-10001498,"Dania Classic Bookcase, Pine",MX-2011-111255,2011-01-04,RA-19915,Russell Applegate,1648.44,609.84,6,0.0,1038.6
OFF-SU-10003629,"Fiskars Letter Opener, Easy Grip",MX-2011-111255,2011-01-04,RA-19915,Russell Applegate,148.96,28.16,8,0.0,120.8
TEC-AC-10001082,"Enermax Keyboard, Bluetooth",MX-2011-140641,2011-01-04,MH-17785,Maya Herman,222.56,13.28,4,0.0,209.28
TEC-CO-10002998,"Sharp Ink, Laser",MX-2011-140641,2011-01-04,MH-17785,Maya Herman,165.55,49.43,2,0.2,116.12
OFF-EN-10000857,"Jiffy Interoffice Envelope, Set of 50",MX-2011-158771,2011-01-04,BT-11305,Beth Thompson,185.76,3.6,6,0.0,182.16
OFF-EN-10002816,"Kraft Peel and Seal, Recycled",MX-2011-159373,2011-01-04,AW-10930,Arthur Wiediger,38.58,7.68,3,0.0,30.9
TEC-AC-10003081,"Memorex Mouse, USB",MX-2011-159373,2011-01-04,AW-10930,Arthur Wiediger,37.84,2.24,2,0.0,35.6
FUR-CH-10004827,"SAFCO Chairmat, Black",MX-2011-159373,2011-01-04,AW-10930,Arthur Wiediger,38.26,6.88,1,0.0,31.38
OFF-AVE-10003279,"Avery Hole Reinforcements, Durable",SU-2011-5190,2011-01-04,JC-5340,Jasper Cacioppo,5.91,2.1,1,0.0,3.81
OFF-BOS-10004950,"Boston Pens, Fluorescent",SU-2011-5190,2011-01-04,JC-5340,Jasper Cacioppo,15.48,2.61,1,0.0,12.87
OFF-EN-10004956,"Jiffy Interoffice Envelope, Set of 50",US-2011-136007,2011-01-04,BT-11305,Beth Thompson,74.3,-107.86,6,60.0,182.16
OFF-LA-10003223,Avery 508,CA-2011-112326,2011-01-05,PO-19195,Phillina Ober,11.78,4.27,3,20.0,7.51
OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,CA-2011-112326,2011-01-05,PO-19195,Phillina Ober,3.54,-5.49,2,80.0,9.03
OFF-ST-10002743,SAFCO Boltless Steel Shelving,CA-2011-112326,2011-01-05,PO-19195,Phillina Ober,272.74,-64.77,3,20.0,337.51
OFF-AR-10000833,"Binney & Smith Pencil Sharpener, Water Color",ES-2011-3848439,2011-01-05,MG-17890,Michael Granlund,89.55,20.52,3,0.0,69.03
OFF-AR-10001291,"Sanford Canvas, Fluorescent",ES-2011-3848439,2011-01-05,MG-17890,Michael Granlund,207.12,76.56,4,0.0,130.56
FUR-FU-10000394,"Rubbermaid Photo Frame, Durable",IN-2011-27681,2011-01-05,SW-20455,Shaun Weien,48.78,22.92,1,0.0,25.86
OFF-AP-10004245,"Hoover Stove, Black",MX-2011-109267,2011-01-05,JH-15430,Jennifer Halladay,3028.8,999.36,8,0.0,2029.44
TEC-LOG-10003079,"Logitech Flash Drive, Erganomic",AO-2011-4910,2011-01-06,GK-4620,Grace Kelly,28.32,12.72,1,0.0,15.6
OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",CA-2011-141817,2011-01-06,MB-18085,Mick Brown,19.54,4.88,3,20.0,14.65
FUR-FU-10000468,"Advantus Frame, Durable",ES-2011-5496179,2011-01-06,SH-20395,Shahid Hopkins,324.45,35.64,3,0.0,288.81
OFF-PA-10003407,"Enermax Memo Slips, Recycled",ID-2011-41632,2011-01-06,RD-19660,Robert Dilbeck,38.77,11.59,3,17.0,27.18
OFF-ST-10001631,"Tenex Trays, Blue",ID-2011-41632,2011-01-06,RD-19660,Robert Dilbeck,89.99,29.27,2,17.0,60.72
OFF-FA-10000549,"Advantus Staples, Metal",IN-2011-29963,2011-01-06,BH-11710,Brosina Hoffman,40.74,-27.09,7,47.0,67.83
OFF-ST-10000344,"Fellowes Box, Industrial",IN-2011-29963,2011-01-06,BH-11710,Brosina Hoffman,50.2,6.01,3,17.0,44.19
OFF-EN-10002166,"Cameo Manila Envelope, with clear poly window",IN-2011-76107,2011-01-06,KM-16660,Khloe Miller,30.54,13.11,1,0.0,17.43
OFF-STA-10000244,"Stanley Sketch Pad, Fluorescent",AG-2011-7230,2011-01-07,AC-420,Alyssa Crouse,91.38,14.58,2,0.0,76.8
OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",CA-2011-106054,2011-01-07,JO-15145,Jack O'Briant,12.78,5.24,3,0.0,7.54
OFF-PA-10002005,Xerox 225,CA-2011-130813,2011-01-07,LS-17230,Lycoris Saunders,19.44,9.33,3,0.0,10.11
OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",CA-2011-167199,2011-01-07,ME-17320,Maria Etezadi,31.12,0.31,4,0.0,30.81
TEC-PH-10004977,GE 30524EE4,CA-2011-167199,2011-01-07,ME-17320,Maria Etezadi,391.98,113.67,2,0.0,278.31
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,CA-2011-167199,2011-01-07,ME-17320,Maria Etezadi,2573.82,746.41,9,0.0,1827.41
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,CA-2011-167199,2011-01-07,ME-17320,Maria Etezadi,609.98,274.49,2,0.0,335.49
OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,CA-2011-167199,2011-01-07,ME-17320,Maria Etezadi,5.48,1.48,2,0.0,4.0
OFF-PA-10000955,Southworth 25% Cotton Granite Paper & Envelopes,CA-2011-167199,2011-01-07,ME-17320,Maria Etezadi,6.54,3.01,1,0.0,3.53
TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,CA-2011-167199,2011-01-07,ME-17320,Maria Etezadi,755.96,204.11,4,0.0,551.85
OFF-FA-10002071,"Accos Thumb Tacks, Assorted Sizes",ES-2011-5433855,2011-01-07,DP-13105,Dave Poirier,33.39,2.25,3,0.0,31.14
FUR-BO-10000265,"Bush Floating Shelf Set, Pine",ES-2011-5433855,2011-01-07,DP-13105,Dave Poirier,155.36,36.23,1,10.0,119.13
OFF-ST-10004855,"Smead Lockers, Industrial",ES-2011-5433855,2011-01-07,DP-13105,Dave Poirier,716.04,143.16,4,10.0,572.88
OFF-LA-10002875,"Novimex Shipping Labels, Adjustable",ID-2011-28752,2011-01-07,AB-10060,Adam Bellavance,17.76,5.46,2,0.0,12.3
OFF-AR-10003684,"BIC Sketch Pad, Fluorescent",ID-2011-58670,2011-01-07,MS-17365,Maribeth Schnelling,27.46,-4.49,1,45.0,31.95
TEC-AC-10003413,"Logitech Router, Programmable",ID-2011-58670,2011-01-07,MS-17365,Maribeth Schnelling,273.7,-44.84,2,45.0,318.54
TEC-MA-10004482,"Panasonic Card Printer, White",ID-2011-58670,2011-01-07,MS-17365,Maribeth Schnelling,387.52,25.81,3,25.0,361.71
TEC-MA-10000868,"Panasonic Phone, Wireless",ID-2011-58670,2011-01-07,MS-17365,Maribeth Schnelling,445.41,-136.71,7,25.0,582.12
OFF-AR-10000316,"Stanley Pens, Blue",IT-2011-5134922,2011-01-07,JS-16030,Joy Smith,5.03,-0.1,1,50.0,5.13
FUR-ADV-10000847,"Advantus Stacking Tray, Black",LE-2011-9590,2011-01-07,HM-4860,Harry Marie,26.43,7.38,1,0.0,19.05
TEC-HP -10000464,"HP Fax and Copier, Color",LE-2011-9590,2011-01-07,HM-4860,Harry Marie,174.33,71.46,1,0.0,102.87
OFF-BI-10000136,"Ibico Index Tab, Durable",MX-2011-135629,2011-01-07,DD-13570,Dorothy Dickinson,18.54,2.4,3,0.0,16.14
OFF-FA-10001871,"Stockwell Rubber Bands, Bulk Pack",MX-2011-135629,2011-01-07,DD-13570,Dorothy Dickinson,43.04,6.0,4,0.0,37.04
OFF-ELD-10001694,"Eldon File Cart, Single Width",MZ-2011-1260,2011-01-07,SV-10785,Stewart Visinsky,255.84,46.02,2,0.0,209.82
OFF-STA-10004885,"Stanley Sketch Pad, Easy-Erase",MZ-2011-1260,2011-01-07,SV-10785,Stewart Visinsky,44.7,8.49,1,0.0,36.21
FUR-IKE-10001539,"Ikea Classic Bookcase, Pine",AO-2011-1670,2011-01-08,HZ-4950,Henia Zydlo,2478.6,49.5,6,0.0,2429.1
OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",CA-2011-105417,2011-01-08,VS-21820,Vivek Sundaresam,10.43,-18.25,7,80.0,28.68
FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",CA-2011-105417,2011-01-08,VS-21820,Vivek Sundaresam,76.73,-53.71,3,60.0,130.44
TEC-MA-10002468,"Panasonic Inkjet, White",IN-2011-19330,2011-01-08,NF-18595,Nicole Fjeld,2173.5,260.82,7,0.0,1912.68
OFF-AR-10000110,"Binney & Smith Sketch Pad, Blue",IT-2011-4546695,2011-01-08,DP-13000,Darren Powers,115.8,-55.65,5,50.0,171.45
FUR-BO-10003103,"Ikea Classic Bookcase, Metal",IT-2011-4546695,2011-01-08,DP-13000,Darren Powers,986.9,-1011.64,6,60.0,1998.54
OFF-ST-10002471,"Smead Lockers, Single Width",MX-2011-121202,2011-01-08,CM-12385,Christopher Martinez,396.9,182.52,3,0.0,214.38
OFF-BI-10002937,"Wilson Jones Binder Covers, Clear",MX-2011-121202,2011-01-08,CM-12385,Christopher Martinez,49.7,20.3,7,0.0,29.4
OFF-AVE-10000608,"Avery Index Tab, Economy",NI-2011-4770,2011-01-08,JE-5715,Joe Elijah,4.7,-4.54,2,70.0,9.24
TEC-PH-10001730,"Motorola Signal Booster, Full Size",ID-2011-20814,2011-01-09,EB-13705,Ed Braxton,239.74,-11.6,2,17.0,251.34
OFF-ST-10001342,"Fellowes Trays, Blue",ID-2011-46483,2011-01-09,SC-20050,Sample Company A,157.82,-2.98,5,45.0,160.8
OFF-PA-10003405,"Green Bar Memo Slips, Premium",ID-2011-46483,2011-01-09,SC-20050,Sample Company A,9.32,-1.72,1,45.0,11.04
OFF-FA-10000577,"Stockwell Push Pins, 12 Pack",ID-2011-46483,2011-01-09,SC-20050,Sample Company A,51.63,4.59,7,45.0,47.04
TEC-PH-10003823,"Apple Headset, Full Size",IN-2011-69366,2011-01-09,AG-10270,Alejandro Grove,123.75,32.79,2,17.0,90.96
OFF-BI-10003874,"Avery Index Tab, Clear",IN-2011-69366,2011-01-09,AG-10270,Alejandro Grove,9.61,0.07,2,17.0,9.54
TEC-AC-10000354,"Belkin Numeric Keypad, USB",IN-2011-69366,2011-01-09,AG-10270,Alejandro Grove,176.68,-156.68,6,47.0,333.36
OFF-LA-10000668,"Smead Removable Labels, Adjustable",IN-2011-69366,2011-01-09,AG-10270,Alejandro Grove,45.19,17.89,5,17.0,27.3
OFF-HOO-10001783,"Hoover Microwave, Red",AG-2011-1070,2011-01-10,TH-11235,Tiffany House,308.64,61.71,1,0.0,246.93
TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,CA-2011-135405,2011-01-10,MS-17830,Melanie Seite,31.2,9.75,3,20.0,21.45
OFF-AR-10004078,Newell 312,CA-2011-135405,2011-01-10,MS-17830,Melanie Seite,9.34,1.17,2,20.0,8.18
FUR-CHR-10004803,"Chromcraft Wood Table, Fully Assembled",EG-2011-4260,2011-01-10,SJ-10125,Sanjit Jacobs,967.98,445.26,2,0.0,522.72
OFF-AVE-10000357,"Avery Binder Covers, Clear",HU-2011-1380,2011-01-10,ER-3855,Elpida Rittenbach,10.53,2.4,1,0.0,8.13
OFF-CAM-10001249,"Cameo Mailers, with clear poly window",HU-2011-1380,2011-01-10,ER-3855,Elpida Rittenbach,41.7,1.65,1,0.0,40.05
TEC-CAN-10004354,"Canon Ink, Laser",HU-2011-1380,2011-01-10,ER-3855,Elpida Rittenbach,588.6,276.6,4,0.0,312.0
OFF-EAT-10002068,"Eaton Note Cards, Premium",HU-2011-1380,2011-01-10,ER-3855,Elpida Rittenbach,53.16,0.0,2,0.0,53.16
TEC-EPS-10000774,"Epson Phone, Red",HU-2011-1380,2011-01-10,ER-3855,Elpida Rittenbach,156.24,23.4,2,0.0,132.84
FUR-IKE-10002894,"Ikea Library with Doors, Traditional",HU-2011-1380,2011-01-10,ER-3855,Elpida Rittenbach,363.39,159.87,1,0.0,203.52
OFF-SAN-10003226,"SanDisk Message Books, Recycled",HU-2011-1380,2011-01-10,ER-3855,Elpida Rittenbach,142.38,63.9,6,0.0,78.48
OFF-SAN-10000874,"Sanford Pencil Sharpener, Fluorescent",HU-2011-1380,2011-01-10,ER-3855,Elpida Rittenbach,154.98,54.18,6,0.0,100.8
OFF-SAN-10001128,"Sanford Pens, Easy-Erase",HU-2011-1380,2011-01-10,ER-3855,Elpida Rittenbach,11.37,2.61,1,0.0,8.76
TEC-STA-10000546,"StarTech Calculator, Red",HU-2011-1380,2011-01-10,ER-3855,Elpida Rittenbach,37.11,5.55,1,0.0,31.56
OFF-FA-10003615,"Stockwell Staples, Assorted Sizes",ID-2011-13660,2011-01-10,BD-11605,Brian Dahlen,12.5,-5.68,3,47.0,18.18
OFF-BI-10002853,"Avery Binder Covers, Recycled",IN-2011-13065,2011-01-10,PO-18865,Patrick O'Donnell,34.29,16.11,3,0.0,18.18
OFF-SU-10003559,"Kleencut Ruler, Steel",IN-2011-13065,2011-01-10,PO-18865,Patrick O'Donnell,25.92,5.4,2,0.0,20.52
OFF-PA-10003731,"Enermax Note Cards, Premium",IN-2011-61302,2011-01-10,DL-12865,Dan Lawera,161.51,53.69,6,10.0,107.82
OFF-LA-10000879,"Hon File Folder Labels, Alphabetical",IN-2011-61302,2011-01-10,DL-12865,Dan Lawera,30.46,12.1,4,10.0,18.36
TEC-PH-10004664,"Nokia Smart Phone, with Caller ID",IN-2011-61302,2011-01-10,DL-12865,Dan Lawera,2875.1,511.1,5,10.0,2364.0
OFF-ST-10004695,"Fellowes File Cart, Blue",IT-2011-3659171,2011-01-10,GG-14650,Greg Guthrie,205.96,-41.26,3,50.0,247.23
OFF-SU-10003739,"Elite Scissors, Easy Grip",MX-2011-140697,2011-01-10,PM-18940,Paul MacIntyre,16.1,1.76,1,0.0,14.34
OFF-ST-10002251,"Fellowes Shelving, Wire Frame",MX-2011-140697,2011-01-10,PM-18940,Paul MacIntyre,113.82,56.88,3,0.0,56.94
OFF-ACC-10003422,"Acco Binder, Durable",SF-2011-6400,2011-01-10,RS-9420,Ricardo Sperren,16.65,4.65,1,0.0,12.0
TEC-CO-10001818,"Sharp Wireless Fax, Digital",US-2011-101091,2011-01-10,JR-15700,Jocasta Rupert,425.25,-278.79,3,40.2,704.04
OFF-LA-10004272,Avery 482,CA-2011-149020,2011-01-11,AJ-10780,Anthony Jacobs,2.89,1.36,1,0.0,1.53
FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",CA-2011-149020,2011-01-11,AJ-10780,Anthony Jacobs,51.94,21.3,1,0.0,30.64
OFF-BI-10001833,"Ibico Hole Reinforcements, Recycled",ES-2011-1138719,2011-01-11,EM-13960,Eric Murdock,22.05,6.75,3,0.0,15.3
OFF-AR-10004519,"Boston Canvas, Fluorescent",ES-2011-1466305,2011-01-11,MB-18085,Mick Brown,54.9,9.87,1,0.0,45.03
OFF-ST-10003446,"Smead Trays, Single Width",ES-2011-1466305,2011-01-11,MB-18085,Mick Brown,97.02,31.02,2,0.0,66.0
FUR-TA-10001693,"Bevis Training Table, with Bottom Storage",ES-2011-4359424,2011-01-11,DD-13570,Dorothy Dickinson,267.98,-341.74,2,60.0,609.72
OFF-LA-10002733,"Novimex File Folder Labels, Alphabetical",ES-2011-4359424,2011-01-11,DD-13570,Dorothy Dickinson,40.35,5.55,5,0.0,34.8
OFF-AR-10001599,"Binney & Smith Canvas, Blue",ES-2011-5158390,2011-01-11,RC-19825,Roy Collins,102.72,19.5,2,0.0,83.22
FUR-CH-10004255,"SAFCO Executive Leather Armchair, Red",ES-2011-5158390,2011-01-11,RC-19825,Roy Collins,1384.29,13.77,3,0.0,1370.52
OFF-EN-10000128,"GlobeWeis Interoffice Envelope, Set of 50",ID-2011-82589,2011-01-11,TN-21040,Tanja Norvell,114.77,-47.83,4,40.0,162.6
FUR-FU-10001471,"Eldon Door Stop, Durable",IN-2011-29872,2011-01-11,DV-13465,Dianna Vittorini,141.57,52.38,3,0.0,89.19
FUR-FU-10001096,"Advantus Clock, Black",IN-2011-39308,2011-01-11,DF-13135,David Flashing,187.57,2.47,5,27.0,185.1
TEC-PH-10002806,"Apple Audio Dock, VoIP",IN-2011-39308,2011-01-11,DF-13135,David Flashing,554.37,40.05,4,17.0,514.32
OFF-BI-10004334,"Avery Hole Reinforcements, Durable",IN-2011-39308,2011-01-11,DF-13135,David Flashing,4.91,-0.01,1,17.0,4.92
OFF-AR-10003613,"Sanford Canvas, Easy-Erase",IN-2011-39308,2011-01-11,DF-13135,David Flashing,333.69,13.47,9,27.0,320.22
FUR-FU-10000256,"Rubbermaid Photo Frame, Duo Pack",IN-2011-79761,2011-01-11,SC-20680,Steve Carroll,77.72,23.78,2,25.0,53.94
TEC-CO-10001895,"Sharp Wireless Fax, Color",IN-2011-79761,2011-01-11,SC-20680,Steve Carroll,696.85,-343.1,3,35.0,1039.95
FUR-SAF-10003540,"Safco Floating Shelf Set, Metal",TU-2011-800,2011-01-11,CS-2460,Chuck Sachs,156.96,-117.72,2,60.0,274.68
TEC-PH-10002755,"Apple Headset, VoIP",US-2011-163874,2011-01-11,PF-19165,Philip Fox,244.5,88.0,5,0.0,156.5
FUR-BO-10002214,"Dania Floating Shelf Set, Traditional",US-2011-163874,2011-01-11,PF-19165,Philip Fox,451.6,-107.3,5,20.0,558.9
OFF-AP-10000569,"KitchenAid Coffee Grinder, Black",US-2011-163874,2011-01-11,PF-19165,Philip Fox,139.8,32.1,3,0.0,107.7
OFF-ST-10003741,"Smead Lockers, Blue",US-2011-163874,2011-01-11,PF-19165,Philip Fox,1322.8,238.0,10,0.0,1084.8
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",CA-2011-130092,2011-01-12,SV-20365,Seth Vernon,9.94,3.08,2,0.0,6.86
OFF-AR-10001599,"Binney & Smith Canvas, Blue",ES-2011-1460199,2011-01-12,RP-19855,Roy Phan,256.8,48.75,5,0.0,208.05
TEC-MA-10003078,"Epson Printer, White",ES-2011-1460199,2011-01-12,RP-19855,Roy Phan,522.06,20.88,2,0.0,501.18
OFF-BI-10000081,"Ibico Index Tab, Clear",ES-2011-1460199,2011-01-12,RP-19855,Roy Phan,16.74,6.18,2,0.0,10.56
FUR-BO-10004080,"Ikea Stackable Bookrack, Traditional",ES-2011-1460199,2011-01-12,RP-19855,Roy Phan,551.61,165.36,5,10.0,386.25
FUR-CH-10000745,"Hon Chairmat, Adjustable",ES-2011-4976144,2011-01-12,AG-10765,Anthony Garverick,290.1,69.6,5,0.0,220.5
OFF-PA-10000450,"Green Bar Note Cards, Multicolor",ES-2011-5040255,2011-01-12,PB-19105,Peter Bühler,33.93,-6.15,2,50.0,40.08
TEC-CO-10003142,"Hewlett Fax and Copier, Laser",MX-2011-141530,2011-01-12,TS-21205,Thomas Seio,384.97,68.65,3,0.2,316.32
TEC-AC-10004743,"Logitech Router, USB",MX-2011-141530,2011-01-12,TS-21205,Thomas Seio,495.06,178.2,3,0.0,316.86
OFF-ADV-10003030,"Advantus Staples, 12 Pack",NI-2011-1670,2011-01-12,SC-10440,Shaun Chance,3.09,-6.48,1,70.0,9.57
OFF-AVE-10000065,"Avery Removable Labels, Alphabetical",NI-2011-1670,2011-01-12,SC-10440,Shaun Chance,12.67,-21.65,4,70.0,34.32
OFF-BIC-10000582,"BIC Sketch Pad, Water Color",NI-2011-1670,2011-01-12,SC-10440,Shaun Chance,15.55,-28.52,1,70.0,44.07
OFF-FEL-10001792,"Fellowes Folders, Wire Frame",NI-2011-1670,2011-01-12,SC-10440,Shaun Chance,15.28,-22.46,2,70.0,37.74
OFF-FEL-10003848,"Fellowes Trays, Industrial",NI-2011-1670,2011-01-12,SC-10440,Shaun Chance,17.36,-26.65,1,70.0,44.01
OFF-KLE-10001317,"Kleencut Ruler, Easy Grip",NI-2011-1670,2011-01-12,SC-10440,Shaun Chance,4.55,-10.33,1,70.0,14.88
OFF-FEL-10001343,"Fellowes Box, Wire Frame",EG-2011-4270,2011-01-13,RD-9720,Roger Demir,37.5,17.22,2,0.0,20.28
TEC-HP -10001574,"HP Fax Machine, Laser",EG-2011-4270,2011-01-13,RD-9720,Roger Demir,1199.76,479.88,4,0.0,719.88
OFF-SME-10004553,"Smead Lockers, Blue",EG-2011-4270,2011-01-13,RD-9720,Roger Demir,793.68,134.88,4,0.0,658.8
OFF-LA-10002765,"Harbour Creations Legal Exhibit Labels, Adjustable",IN-2011-38349,2011-01-13,CS-11845,Cari Sayre,15.93,0.33,2,10.0,15.6
OFF-PA-10002040,"Green Bar Cards & Envelopes, Multicolor",IT-2011-5340302,2011-01-13,GM-14680,Greg Matthias,49.8,-37.86,2,50.0,87.66
OFF-LA-10002353,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",IT-2011-5340302,2011-01-13,GM-14680,Greg Matthias,21.9,-12.3,4,50.0,34.2
OFF-ST-10002506,"Smead Lockers, Blue",IT-2011-5340302,2011-01-13,GM-14680,Greg Matthias,198.42,-130.98,2,50.0,329.4
OFF-BI-10001055,"Wilson Jones Hole Reinforcements, Durable",IT-2011-5340302,2011-01-13,GM-14680,Greg Matthias,9.04,-3.46,3,50.0,12.51
OFF-AR-10004884,"Sanford Pens, Fluorescent",IT-2011-5951216,2011-01-13,SC-20800,Stuart Calhoun,30.9,-13.65,5,50.0,44.55
TEC-MA-10000560,"StarTech Inkjet, Wireless",MX-2011-150567,2011-01-13,BW-11200,Ben Wallace,201.26,100.62,1,0.0,100.64
OFF-SU-10001794,"Elite Ruler, Steel",US-2011-105760,2011-01-13,JL-15175,James Lanier,26.4,-8.0,5,40.0,34.4
FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,CA-2011-109232,2011-01-14,ND-18370,Natalie DeCherney,545.94,87.35,6,0.0,458.59
OFF-BI-10003476,Avery Metallic Poly Binders,CA-2011-118192,2011-01-14,MM-17920,Michael Moore,3.44,-2.52,2,70.0,5.96
OFF-PA-10002947,Xerox 1923,CA-2011-118192,2011-01-14,MM-17920,Michael Moore,37.41,13.09,7,20.0,24.32
OFF-AR-10003514,4009 Highlighters by Sanford,CA-2011-157147,2011-01-14,BD-11605,Brian Dahlen,19.9,6.57,5,0.0,13.33
