Customer_ID,Customer_Name,Total_Sales,Total_Profit,Orders,Avg_Order_Value
JL-15835,John Lee,22594.043,1576.537,30,753.1347666666667
VG-21805,Vivek Grady,22573.37116,3906.59616,23,981.45092
KL-16645,Ken Lonsdale,22553.1085,812.6144999999999,28,805.4681607142857
BS-11365,Bill Shonely,22551.02596,5680.72736,26,867.3471523076922
LR-16915,Lena Radford,22434.08756,3604.46196,26,862.8495215384615
SV-20365,Seth Vernon,22376.44748,1964.50168,31,721.8208864516129
BF-11170,Ben Ferrer,22314.84044,3859.22114,31,719.8335625806452
JE-15715,Joe Elijah,22275.2689,3648.0085,36,618.7574694444444
Dp-13240,Dean percer,22225.61032,3822.69412,28,793.7717971428572
DP-13165,David Philippe,22211.28212,1808.31852,25,888.4512847999999
DJ-13420,Denny Joy,22142.43114,3173.13614,28,790.8011121428572
JB-16000,Joy Bell-,22127.18112,2936.37722,32,691.47441
MP-18175,Mike Pelletier,22045.252800000002,455.29570000000007,36,612.3681333333334
JG-15805,John Grady,22015.3862,3393.2201,37,595.0104378378379
SC-20695,Steve Chapman,21931.0435,2516.1646,35,626.6012428571429
JK-16090,Juliana Krohn,21918.73684,3195.37134,33,664.2041466666667
PP-18955,Paul Prost,21884.1846,2902.3920000000003,30,729.4728200000001
CM-12385,Christopher Martinez,21882.96992,3029.96032,25,875.3187968
EM-14140,Eugene Moren,21507.29126,3683.1207600000002,30,716.9097086666667
TB-21400,Tom Boeckenhauer,21375.988,3471.7569000000003,26,822.1533846153847
AS-10225,Alan Schoenberger,21366.8987,2718.6598,28,763.1035250000001
HG-14845,Harry Greene,21228.55452,-824.01028,30,707.6184840000001
MC-17635,Matthew Clasen,21113.5107,3529.4932,34,620.9856088235293
CA-11965,Carol Adams,21110.5214,3382.2603,26,811.9431307692308
PO-18865,Patrick O'Donnell,21051.0598,4698.6391,35,601.4588514285714
SB-20185,Sarah Brown,21034.46172,1445.3581199999999,31,678.5310232258064
RA-19915,Russell Applegate,20975.19342,2078.75772,27,776.8590155555555
GZ-14470,Gary Zandusky,20869.699,2885.9929,35,596.2771142857143
JM-15865,John Murray,20841.946500000002,2234.2469,29,718.6878103448277
JK-15730,Joe Kamberova,20825.892,2283.7603,34,612.5262352941177
BV-11245,Benjamin Venier,20681.678,3415.0464,22,940.0762727272727
MW-18220,Mitch Webber,20592.081299999998,3596.3133000000003,28,735.431475
TS-21610,Troy Staebel,20565.95,1614.1479,30,685.5316666666666
CS-11845,Cari Sayre,20471.0526,3274.9862,26,787.3481769230768
MF-18250,Monica Federle,20425.299600000002,2272.4104,32,638.2906125000001
MM-17920,Michael Moore,20383.654,1824.219,33,617.6864848484848
JF-15295,Jason Fortune-,20382.2503,3263.2953,24,849.2604291666667
AH-10210,Alan Hwang,20365.74018,4139.66078,34,598.9923582352941
SC-20230,Scot Coram,20333.868,2785.051,25,813.3547199999999
MS-17365,Maribeth Schnelling,20317.0067,3300.3221999999996,34,597.5590205882354
EH-13765,Edward Hooks,20259.916,1685.9614,29,698.6177931034483
NM-18445,Nathan Mautz,20223.2359,5095.1568,32,631.976121875
EB-13840,Ellis Ballard,20188.15894,5466.49974,25,807.5263576000001
SS-20140,Saphhira Shifley,20138.603039999998,-1517.7162600000001,32,629.3313449999999
CP-12340,Christine Phan,20109.46928,182.97137999999993,30,670.3156426666667
CS-12460,Chuck Sachs,20084.21728,2801.27258,23,873.2268382608696
GH-14425,Gary Hwang,20039.763,3375.2251,31,646.4439677419355
AB-10015,Aaron Bergman,20037.4975,3719.488,32,626.171796875
YC-21895,Yoseph Carroll,19998.0786,4324.9076,27,740.6695777777778
JG-15160,James Galang,19963.41,4498.9944000000005,32,623.8565625
NZ-18565,Nick Zandusky,19941.69812,2257.84172,26,766.9883892307693
BG-11035,Barry Gonzalez,19899.1474,1749.982,33,603.0044666666668
DM-12955,Dario Medina,19862.57592,2206.2202199999997,32,620.7054975
JW-16075,Julia West,19852.773,2677.4957,25,794.1109200000001
JF-15565,Jill Fjeld,19844.14866,4329.94546,29,684.280988275862
AF-10885,Art Foster,19711.16728,2882.91478,35,563.1762080000001
JE-15745,Joel Eaton,19629.12896,1123.48066,35,560.8322559999999
OT-18730,Olvera Toch,19493.76566,1797.76136,32,609.180176875
CR-12730,Craig Reiter,19487.963760000002,1648.04136,24,811.9984900000001
RW-19540,Rick Wilson,19423.6885,3925.0248,25,776.94754
TC-21295,Toby Carlisle,19391.8981,1263.5488,29,668.6861413793102
CJ-12010,Caroline Jumper,19356.0046,2386.722,26,744.4617153846154
KN-16390,Katherine Nockton,19350.14634,4067.82254,29,667.2464255172414
MR-17545,Mathew Reese,19246.7123,3060.9206,23,836.8135782608696
JS-16030,Joy Smith,19218.81298,-675.44852,32,600.587905625
GK-14620,Grace Kelly,19215.7699,3611.1624,24,800.6570791666667
NH-18610,Nicole Hansen,19181.9263,3867.6129,22,871.9057409090909
DK-13090,Dave Kipp,19178.6392,4004.4357,36,532.7399777777778
SP-20620,Stefania Perrino,19113.6707,242.0535,31,616.5700225806452
GT-14635,Grant Thornton,19080.34784,-3790.08306,20,954.017392
RB-19795,Ross Baird,19056.88134,2323.66214,35,544.482324
NG-18430,Nathan Gelder,18970.41454,3320.69584,28,677.514805
PB-19210,Phillip Breyer,18967.662,2313.681,27,702.506
DP-13105,Dave Poirier,18930.032199999998,3099.9463,25,757.2012879999999
KC-16540,Kelly Collister,18897.130259999998,2343.88016,25,755.8852103999999
JH-15985,Joseph Holt,18863.4044,-182.9318000000001,38,496.40537894736843
RO-19780,Rose O'Brian,18833.4355,710.6858999999998,29,649.4288103448275
JL-15235,Janet Lee,18725.38964,4370.94704,24,780.2245683333334
YS-21880,Yana Sorensen,18703.606,3091.5943,26,719.3694615384616
SB-20290,Sean Braxton,18538.5328,-1776.3133,22,842.6605818181819
DL-13315,Delfina Latchford,18505.6005,2265.2257,27,685.3926111111111
CA-12265,Christina Anderson,18472.6689,3270.72,31,595.8925451612903
BM-11785,Bryan Mills,18446.8529,2036.6848,36,512.4125805555556
TT-21460,Tonja Turnell,18432.013460000002,2390.93536,32,576.0004206250001
TC-21145,Theresa Coyne,18419.94306,2131.00626,25,736.7977224000001
AB-10060,Adam Bellavance,18416.5504,4514.0589,32,575.5172
RB-19330,Randy Bradley,18359.76862,3737.58642,32,573.742769375
CA-12775,Cynthia Arntzen,18350.464,4605.4775,26,705.7870769230769
DK-12895,Dana Kaydos,18340.62916,1080.66276,22,833.6649618181818
BS-11380,Bill Stewart,18305.9783,1776.7021,23,795.9120999999999
CD-11920,Carlos Daly,18296.7474,4751.7303999999995,27,677.6573111111111
JD-16150,Justin Deggeller,18281.84948,1430.44888,28,652.9231957142857
JH-16180,Justin Hirsh,18267.0064,2588.2794,31,589.2582709677419
PS-18970,Paul Stevenson,18222.40482,2205.4257199999997,33,552.1940854545454
QJ-19255,Quincy Jones,18192.9231,2407.6019,23,790.9966565217392
AG-10900,Arthur Gainer,18174.17176,1879.7671599999999,29,626.6955779310346
KH-16690,Kristen Hastings,18158.4601,2367.4902,39,465.60154102564104
MG-18145,Mike Gockenbach,18147.9582,4668.1622,24,756.164925
AH-10075,Adam Hart,18109.86142,986.04342,34,532.6429829411765
CB-12535,Claudia Bergmann,18108.67284,2401.90744,27,670.6915866666667
DV-13045,Darrin Van Huff,18106.01292,599.18592,24,754.4172050000001
JJ-15760,Joel Jenkins,18103.64108,1755.59028,28,646.55861
VT-21700,Valerie Takahito,18099.3061,912.2112000000001,25,723.972244
ED-13885,Emily Ducich,18018.879,2933.2625,31,581.2541612903226
GD-14590,Giulietta Dortch,18005.0006,1826.5178999999998,29,620.8620896551724
CL-12700,Craig Leslie,17943.6508,2563.4447,31,578.8274451612903
MW-18235,Mitch Willingham,17933.0609,-180.2390999999999,24,747.2108708333334
CM-12160,Charles McCrossin,17910.03942,432.55682,26,688.84767
AD-10180,Alan Dominguez,17858.5048,2050.7542,27,661.4261037037037
IM-15070,Irene Maddox,17854.10112,-567.6301800000001,27,661.2630044444444
JC-15340,Jasper Cacioppo,17836.2846,239.2860000000001,29,615.0442965517241
ON-18715,Odella Nelson,17763.94824,3779.16924,33,538.3014618181819
SC-20305,Sean Christensen,17696.722,675.4287,26,680.643153846154
AA-10480,Andrew Allen,17695.58978,1516.4751800000001,20,884.7794889999999
PK-19075,Pete Kriz,17668.910499999998,2170.2641,29,609.2727758620689
BE-11455,Brad Eason,17643.5253,517.9141,27,653.4639000000001
CL-11890,Carl Ludwig,17622.41136,-247.73794000000007,31,568.464882580645
TS-21505,Tony Sayre,17613.4163,2306.8402,27,652.3487518518518
DK-12835,Damala Kotsonis,17590.5547,2632.1875,32,549.704834375
BS-11755,Bruce Stewart,17557.4595,1194.7291,29,605.4296379310346
BS-11665,Brian Stugart,17468.881,3112.1578,24,727.8700416666667
KA-16525,Kelly Andreada,17449.90012,1299.9135199999998,35,498.56857485714283
EH-14125,Eugene Hildebrand,17408.31362,2105.89082,31,561.5585038709678
MS-17770,Maxwell Schwartz,17382.93504,2685.67544,36,482.85930666666667
CR-12625,Corey Roper,17271.20568,1478.57508,28,616.8287742857143
LT-16765,Larry Tron,17253.78294,3948.6629399999997,30,575.1260980000001
MP-17965,Michael Paige,17228.4977,1455.212,39,441.7563512820513
SR-20740,Steven Roelle,17220.18,4096.0884,33,521.8236363636364
HW-14935,Helen Wasserman,17199.202,2653.6991,28,614.2572142857143
RB-19465,Rick Bensley,17178.4394,2769.65,36,477.1788722222222
CC-12475,Cindy Chapman,17159.80046,3120.16346,30,571.9933486666666
JA-15970,Joseph Airdo,17105.4707,688.973,25,684.218828
EM-14200,Evan Minnotte,17087.77766,3138.33776,23,742.9468547826087
JF-15190,Jamie Frazer,17064.7075,4108.5474,28,609.4538392857143
LC-16885,Lena Creighton,17058.8144,1325.4753,29,588.2349793103448
DM-13345,Denise Monton,17054.8905,2876.8071,27,631.6626111111111
CL-12565,Clay Ludtke,17008.13588,614.58298,30,566.9378626666668
JK-15325,Jason Klamczynski,17000.84332,2059.35902,28,607.1729757142857
TS-21340,Toby Swindell,16997.02948,2377.11858,31,548.2912735483872
FW-14395,Fred Wasserman,16972.7481,1651.7594000000001,26,652.7980038461538
VP-21760,Victoria Pisteka,16935.5635,2016.1507,28,604.8415535714286
NC-18625,Noah Childs,16901.51758,2229.91458,29,582.8109510344827
CM-11830,Cari MacIntyre,16828.819,2444.699,24,701.2007916666666
CC-12610,Corey Catlett,16822.64,2950.1929999999998,29,580.0910344827586
RA-19285,Ralph Arnett,16816.427,4132.8992,24,700.6844583333333
SC-20050,Sample Company A,16813.21902,-340.42867999999993,30,560.440634
HG-14965,Henry Goldwyn,16810.6866,-1607.2489,34,494.43195882352944
SD-20485,Shirley Daniels,16802.0649,3430.9181,32,525.064528125
DL-13330,Denise Leinenbach,16781.631,2652.7522,34,493.5773823529412
CD-12280,Christina DeMoss,16779.54838,2367.38178,24,699.1478491666667
PO-19180,Philisse Overcash,16753.1715,2556.7416,24,698.0488125
HD-14785,Harold Dahlen,16749.140199999998,1803.1442,29,577.5565586206895
AM-10360,Alice McCarthy,16730.3296,2748.4754,33,506.97968484848485
MB-17305,Maria Bertelson,16729.34532,3481.40832,27,619.6053822222223
TB-21520,Tracy Blumstein,16716.76172,-198.08938000000018,34,491.66946235294114
JD-15895,Jonathan Doherty,16711.32422,1430.54702,32,522.228881875
CS-12175,Charles Sheldon,16706.0963,3114.0088,29,576.0722862068966
WB-21850,William Brown,16704.6612,2694.5003,38,439.596347368421
TB-21175,Thomas Boland,16573.5984,2111.0459,27,613.8369777777777
EG-13900,Emily Grady,16562.35068,3360.54628,21,788.6833657142857
BE-11410,Bobby Elias,16552.06996,3398.09706,30,551.7356653333334
RD-19480,Rick Duston,16487.1909,3316.9349,27,610.6367
CK-12595,Clytie Kelty,16480.86618,2175.84598,33,499.4201872727273
MD-17350,Maribeth Dona,16455.32732,1040.95532,30,548.5109106666666
JP-15520,Jeremy Pistek,16429.04996,2854.74616,26,631.886536923077
KM-16375,Katherine Murray,16394.46064,1194.45484,28,585.5164514285715
KB-16585,Ken Black,16385.749499999998,1398.2126,27,606.879611111111
MG-18205,Mitch Gastineau,16362.8956,1540.2313,29,564.2377793103449
DW-13480,Dianna Wilson,16336.8556,3315.6932,23,710.2980695652175
RD-19585,Rob Dowd,16315.107899999999,2450.5697,31,526.2938032258064
JM-15655,Jim Mitchum,16294.727060000001,1190.0740600000001,34,479.25667823529415
KN-16450,Kean Nguyen,16294.6981,2512.5944,26,626.7191576923077
EP-13915,Emily Phan,16283.35774,2159.58474,33,493.435083030303
AH-10690,Anna Häberlin,16276.16112,2795.84372,31,525.037455483871
DK-13375,Dennis Kane,16258.534,2159.7979,26,625.3282307692308
GW-14605,Giulietta Weimer,16239.4915,934.7202,25,649.57966
ES-14080,Erin Smith,16236.0058,1925.1879000000001,24,676.5002416666667
MG-17695,Maureen Gnade,16221.6268,760.9116000000001,25,648.865072
MS-17980,Michael Stewart,16210.5722,834.6122,27,600.391562962963
AS-10285,Alejandro Savely,16179.86246,1794.86406,30,539.3287486666667
DC-13285,Debra Catini,16164.6499,1043.3901,23,702.8108652173913
AC-10450,Amy Cox,16126.3904,4105.6042,19,848.7573894736843
SC-20380,Shahid Collister,16122.72424,1282.24974,37,435.7493037837838
LR-17035,Lisa Ryan,16118.9722,2165.6983,26,619.9604692307693
RP-19390,Resi Pölking,16114.907500000001,-452.0762,34,473.9678676470589
DB-13405,Denny Blanton,16083.95666,1988.81386,26,618.6137176923077
RM-19375,Raymond Messe,16077.68112,1331.50702,25,643.1072448
MG-17680,Maureen Gastineau,16061.6441,892.4347,28,573.6301464285714
PF-19165,Philip Fox,16018.8427,1486.3465999999999,36,444.96785277777775
DK-13150,David Kendrick,15983.711,2064.7237,22,726.5323181818181
PS-18760,Pamela Stobb,15926.5494,1485.3094,28,568.8053357142857
AP-10915,Arthur Prichep,15877.8603,2420.1056,32,496.183134375
DL-13495,Dionis Lloyd,15872.184000000001,2474.764,27,587.8586666666667
HA-14905,Helen Abelman,15826.81444,-526.0681599999999,24,659.4506016666667
BB-11545,Brenda Bowman,15797.57188,1686.65888,26,607.5989184615385
VW-21775,Victoria Wilson,15785.3774,41.89490000000008,30,526.1792466666667
GM-14440,Gary McGarr,15782.46188,1431.2778799999999,26,607.0177646153846
SS-20410,Shahid Shariari,15759.48198,-187.11881999999991,27,583.6845177777778
KT-16465,Kean Takahito,15725.0362,589.5894000000001,32,491.40738125
MM-17260,Magdelene Morse,15713.71812,3160.30712,26,604.3737738461539
TT-21070,Ted Trevino,15673.063900000001,1698.3986,31,505.5827064516129
DM-13015,Darrin Martin,15626.5318,1530.8618999999999,30,520.8843933333334
SA-20830,Sue Ann Reed,15622.37866,1411.24676,30,520.7459553333333
FO-14305,Frank Olsen,15614.2155,2567.1144,37,422.00582432432435
LP-17095,Liz Preis,15598.1516,2003.3279999999997,26,599.9289076923077
JM-15250,Janet Martin,15594.46182,2152.6733200000003,24,649.7692425
MV-18190,Mike Vittorini,15577.035600000001,1178.6598,30,519.2345200000001
MD-17860,Michael Dominguez,15575.64874,1596.30844,28,556.2731692857143
SW-20275,Scott Williamson,15564.966699999999,884.9291999999999,33,471.66565757575756
SO-20335,Sean O'Donnell,15534.94692,2389.6256200000003,27,575.3684044444444
RA-19885,Ruben Ausman,15435.49908,3419.96068,23,671.1086556521739
DJ-13510,Don Jones,15420.2879,2695.862,31,497.4286419354838
AG-10495,Andrew Gjertsen,15380.31006,2749.0618600000003,29,530.3555193103448
BP-11185,Ben Peterman,15376.031719999999,1989.48982,28,549.1439899999999
AP-10720,Anne Pryor,15362.0613,2937.4661,20,768.103065
MJ-17740,Max Jones,15347.655,2054.6619,26,590.2944230769231
AA-10645,Anna Andreadi,15343.8907,3051.439,36,426.2191861111111
KH-16510,Keith Herrera,15340.396,1713.8032,26,590.0152307692308
NW-18400,Natalie Webber,15326.833059999999,2085.49206,26,589.4935792307692
KW-16435,Katrina Willman,15319.9656,3026.0406000000003,23,666.0854608695652
AR-10825,Anthony Rawles,15311.035600000001,2828.1048,38,402.9219894736842
DO-13435,Denny Ordway,15280.8855,3207.4254,32,477.527671875
LS-17200,Luke Schmidt,15258.74122,1756.44222,24,635.7808841666666
SV-20935,Susan Vittorini,15197.6927,1000.1729,28,542.7747392857143
SZ-20035,Sam Zeldin,15192.376,2785.2273,37,410.6047567567568
AJ-10780,Anthony Jacobs,15186.0672,1784.2462,25,607.442688
KF-16285,Karen Ferguson,15164.8685,2976.3911,21,722.1365952380953
RF-19840,Roy Französisch,15077.47568,3052.16978,31,486.37018322580644
MC-17425,Mark Cousins,15055.40518,3980.55748,30,501.8468393333333
KH-16330,Katharine Harms,15045.6445,3205.8576000000003,26,578.6786346153847
JM-15265,Janet Molinari,15036.5537,2623.992,29,518.501851724138
AS-10090,Adam Shillingsburg,15009.47272,1344.96012,32,469.0460225
RR-19525,Rick Reed,15009.2866,-99.1628,27,555.8995037037037
ML-17410,Maris LaWare,14981.7043,1338.5888,30,499.3901433333333
MC-17845,Michael Chen,14947.88402,1064.30742,31,482.1898070967742
BM-11650,Brian Moss,14920.99608,3927.16918,24,621.70817
RL-19615,Rob Lucas,14866.82448,2337.14288,23,646.3836730434782
NS-18640,Noel Staavos,14866.087,1116.0526,37,401.7861351351351
NS-18505,Neola Schneider,14834.28974,479.10274,25,593.3715896
DK-12985,Darren Koutras,14823.9685,1366.8047,35,423.54195714285714
BC-11125,Becky Castell,14789.447,2755.6784000000002,28,528.1945357142857
VD-21670,Valerie Dominguez,14754.8714,2243.6648,21,702.6129238095239
MB-18085,Mick Brown,14744.230880000001,2236.30558,30,491.4743626666667
HG-15025,Hunter Glantz,14737.8066,1357.6439,29,508.2002275862069
MY-17380,Maribeth Yedwab,14724.1472,2926.3333000000002,28,525.8624
JF-15415,Jennifer Ferguson,14717.46588,1396.64548,23,639.8898208695653
SJ-20215,Sarah Jordon,14709.69868,2332.80898,32,459.67808375
GH-14485,Gene Hale,14692.6742,2200.7504000000004,21,699.6511523809523
BG-11740,Bruce Geld,14689.342499999999,2084.9244,24,612.0559374999999
ML-18265,Muhammed Lee,14674.00116,2037.58396,26,564.3846599999999
CM-12115,Chad McGuire,14657.9493,2164.8172,20,732.897465
PG-18820,Patrick Gardner,14635.9446,1626.9189000000001,35,418.1698457142857
TZ-21445,Tom Zandusky,14601.6714,116.72140000000002,28,521.4882642857143
SV-20815,Stuart Van,14575.50118,1515.8113799999999,24,607.3125491666666
GM-14695,Greg Maxwell,14564.942000000001,-71.2805000000001,19,766.5758947368422
KB-16315,Karl Braun,14542.76228,1420.08758,29,501.4745613793104
AO-10810,Anthony O'Donnell,14537.7966,1028.3926000000001,27,538.436911111111
AG-10330,Alex Grayson,14534.50618,929.46708,29,501.18986827586207
ML-17395,Marina Lichtenstein,14507.07948,1141.97268,25,580.2831792000001
SC-20770,Stewart Carmichael,14495.11408,445.74968000000007,32,452.972315
CR-12820,Cyra Reiten,14470.55056,3391.18846,24,602.9396066666667
MZ-17335,Maria Zettner,14463.9343,1794.5974,26,556.3051653846154
MG-17875,Michael Grace,14452.82062,-133.48077999999987,33,437.96426121212124
AH-10030,Aaron Hawkins,14439.49784,2601.43304,27,534.7962162962963
ML-17755,Max Ludwig,14425.1044,1577.4216000000001,28,515.1823
DR-12880,Dan Reichenbach,14415.3383,2112.6456,32,450.479321875
FM-14290,Frank Merwin,14382.319220000001,2191.58072,30,479.4106406666667
SL-20155,Sara Luxemburg,14380.691,1244.1905000000002,32,449.39659375
CM-11815,Candace McMahon,14362.8004,-2881.6445999999996,23,624.4695826086956
FM-14215,Filia McAdams,14353.3978,1000.9706,31,463.0128322580645
JS-15685,Jim Sink,14338.5195,1848.0463,26,551.4815192307692
HJ-14875,Heather Jas,14312.7962,2324.021,32,447.27488125
MC-17575,Matt Collins,14281.65306,966.0293600000001,33,432.7773654545455
AR-10510,Andrew Roberts,14277.88536,3518.96086,29,492.34087448275864
SV-20785,Stewart Visinsky,14262.9351,1921.9373,27,528.2568555555556
PL-18925,Paul Lucas,14256.7186,1782.9749,20,712.83593
CS-11950,Carlos Soltero,14222.97134,-1148.07796,31,458.8055270967742
CM-12655,Corinna Mitchell,14188.72268,-733.9564199999999,18,788.2623711111112
CP-12085,Cathy Prescott,14183.8819,620.3837,23,616.6905173913044
AR-10345,Alex Russell,14165.796199999999,1683.9278,26,544.8383153846154
TM-21010,Tamara Manning,14158.9626,2198.6379,27,524.4060222222223
DH-13075,Dave Hallsten,14128.6781,1370.5765000000001,25,565.147124
EM-13825,Elizabeth Moffitt,14128.078160000001,2018.14436,26,543.3876215384615
BT-11680,Brian Thompson,14087.7631,1663.9095,22,640.3528681818182
ST-20530,Shui Tom,14064.01106,2074.5629599999997,32,439.500345625
LH-17155,Logan Haushalter,14063.4898,749.0709999999999,29,484.947924137931
RS-19420,Ricardo Sperren,14047.14948,1771.03088,28,501.68391
KM-16720,Kunst Miller,14041.02,1637.1664999999998,23,610.4791304347826
NP-18700,Nora Preis,14036.4335,609.6891999999999,27,519.8679074074074
CC-12430,Chuck Clark,13997.592560000001,2779.92086,29,482.6756055172414
SC-20725,Steven Cartwright,13975.42408,1874.82538,30,465.8474693333334
TG-21640,Trudy Glocke,13973.7773,1989.9868,33,423.447796969697
PG-18895,Paul Gonzalez,13941.6862,1270.0985,28,497.9173642857143
TW-21025,Tamara Willingham,13931.8966,3412.9511,27,515.9961703703704
CY-12745,Craig Yedwab,13928.4683,1721.259,31,449.3054290322581
TM-21490,Tony Molinari,13908.8563,2378.5193,27,515.1428259259259
NC-18340,Nat Carroll,13905.34712,-996.23938,22,632.0612327272728
TS-21205,Thomas Seio,13888.62492,2350.44262,32,434.01952875
HK-14890,Heather Kirkland,13886.4431,2306.9442,27,514.3127074074074
DP-13000,Darren Powers,13882.7624,-949.6012,31,447.8310451612903
JB-16045,Julia Barnett,13851.27568,778.6291800000001,24,577.1364866666667
MT-17815,Meg Tillman,13845.5188,1294.9966,27,512.7969925925926
BT-11530,Bradley Talbott,13808.318,930.8343,25,552.33272
KB-16405,Katrina Bavinger,13786.0925,723.9984999999999,28,492.36044642857144
AA-10315,Alex Avila,13747.413,447.69049999999993,19,723.548052631579
DB-13210,Dean Braden,13743.5959,1479.9668,27,509.0220703703704
HH-15010,Hilary Holden,13731.73782,2109.31402,24,572.1557425
DG-13300,Deirdre Greer,13731.428,2067.2561,28,490.4081428571429
RP-19270,Rachel Payne,13725.5769,1507.9101,26,527.9068038461538
MH-17290,Marc Harrigan,13718.69666,1950.61286,25,548.7478664
CT-11995,Carol Triggs,13715.79704,2509.39534,27,507.9924829629629
MO-17800,Meg O'Connel,13709.1228,2638.8095,25,548.364912
VM-21685,Valerie Mitchum,13708.12232,-1550.83678,32,428.3788225
BP-11155,Becky Pak,13696.143460000001,3395.30716,24,570.6726441666667
TH-21100,Thea Hendricks,13684.8726,1587.7861,27,506.8471333333334
TB-21055,Ted Butterfield,13671.71072,1026.21102,29,471.43830068965514
EB-14110,Eugene Barchas,13665.4673,3285.6169,24,569.3944708333333
GH-14410,Gary Hansen,13659.59598,47.465479999999985,36,379.43322166666667
AT-10435,Alyssa Tate,13654.3055,3016.8983000000003,24,568.9293958333334
PJ-18835,Patrick Jones,13639.502,4889.2675,19,717.8685263157895
CK-12205,Chloris Kastensmidt,13625.20784,1311.20594,38,358.55810105263157
RS-19765,Roland Schwarz,13582.12128,3046.31638,25,543.2848511999999
SW-20245,Scot Wooten,13576.68382,1622.76962,26,522.1801469230769
FH-14275,Frank Hawley,13569.566,3539.4216,23,589.9811304347826
EM-13810,Eleni McCrary,13549.72804,1664.80054,23,589.1186104347826
SH-20635,Stefanie Holloman,13546.7458,1848.3096,25,541.869832
CG-12520,Claire Gute,13545.47002,2398.13442,18,752.5261122222223
FA-14230,Frank Atkinson,13535.0628,1245.2617,29,466.72630344827587
KC-16675,Kimberly Carter,13531.28104,2265.91074,23,588.3165669565217
JL-15175,James Lanier,13499.87246,1268.03116,27,499.9952762962963
RD-19900,Ruben Dartt,13485.748,2475.0832,29,465.0257931034483
TH-21115,Thea Hudgings,13483.62368,1775.33778,25,539.3449472
RK-19300,Ralph Kennedy,13480.92458,-1673.56942,26,518.4970992307692
SC-20680,Steve Carroll,13477.05528,1165.43308,31,434.7437187096774
CD-12790,Cynthia Delaney,13468.1145,2080.4847,25,538.72458
DS-13180,David Smith,13447.412,1669.7884999999999,31,433.7874838709678
EB-13975,Erica Bern,13405.6013,2653.5444,32,418.925040625
ER-13855,Elpida Rittenbach,13396.0,2212.0922,19,705.0526315789474
RF-19345,Randy Ferguson,13391.2718,2277.379,27,495.97302962962965
BD-11320,Bill Donatelli,13390.267,1409.6197,32,418.44584375
